1999,Connecticut,Big East,Big East,Connecticut,Storrs,"Calhoun, Jim",3,1,3,78,68,70 - 79,60 - 69,Iowa,0,Sweet Sixteen,West,28,2,Automatic,Big Ten,Big Ten,Iowa,Iowa City,21,5,12,West,Phoenix,Arizona,Thursday,March 18,1990-1999,1,0
1999,Connecticut,Big East,Big East,Connecticut,Storrs,"Calhoun, Jim",3,1,3,78,56,70 - 79,50 - 59,New Mexico,0,Round of 32,West,28,2,Automatic,Mountain West,Western Athletic,New Mexico,Albuquerque,25,9,74,West,Denver,Colorado,Saturday,March 13,1990-1999,1,0
1999,Connecticut,Big East,Big East,Connecticut,Storrs,"Calhoun, Jim",3,1,3,64,58,60 - 69,50 - 59,Ohio St,0,National Semifinals,West,28,2,Automatic,Big Ten,Big Ten,OHIO U,Columbus,14,4,20,South,St. Petersburg,Florida,Saturday,March 27,1990-1999,1,0
1999,Connecticut,Big East,Big East,Connecticut,Storrs,"Calhoun, Jim",3,1,3,91,66,90 - 99,60 - 69,TX-SAN ANTONIO,0,Round of 64,West,28,2,Automatic,Southland,Southland,Texas,San Antonio,0,16,160,West,Denver,Colorado,Thursday,March 11,1990-1999,1,0
1999,Creighton,Missouri Valley,Missouri Valley,Nebraska,Omaha,"Altman, Dana",0,10,34,62,58,60 - 69,50 - 59,Louisville,0,Round of 64,South,21,8,Automatic,Big East,Conference USA,Kentucky,Louisville,0,7,22,South,Orlando,Florida,Thursday,March 11,1990-1999,1,0
1999,Detroit,Horizon League,Horizon League,Michigan,Detroit,"Watson, Perry",0,12,50,56,53,50 - 59,50 - 59,UCLA,0,Round of 64,South,24,5,Automatic,Pacific Twelve,Pacific Ten,California,Los Angeles,15,5,17,South,Indianapolis,Indiana,Thursday,March 11,1990-1999,1,0
1999,Duke,Atlantic Coast,Atlantic Coast,N Carolina,Durham,"Krzyzewski, Mike",1,1,1,99,58,90 - 99,50 - 59,FLORIDA A,0,Round of 64,East,32,1,Automatic,Mid Eastern,Mideastern,Florida,Tallahassee,0,16,263,East,Charlotte,N Carolina,Friday,March 12,1990-1999,1,0
1999,Duke,Atlantic Coast,Atlantic Coast,N Carolina,Durham,"Krzyzewski, Mike",1,1,1,68,62,60 - 69,60 - 69,Michigan St,0,National Semifinals,East,32,1,Automatic,Big Ten,Big Ten,Michigan,East Lansing,2,1,2,Midwest,St. Petersburg,Florida,Saturday,March 27,1990-1999,1,0
1999,Duke,Atlantic Coast,Atlantic Coast,N Carolina,Durham,"Krzyzewski, Mike",1,1,1,78,61,70 - 79,60 - 69,Missouri St,0,Sweet Sixteen,East,32,1,Automatic,Missouri Valley,Missouri Valley,Missouri,Springfield,0,12,35,East,East Rutherford,New Jersey,Friday,March 19,1990-1999,1,0
1999,Duke,Atlantic Coast,Atlantic Coast,N Carolina,Durham,"Krzyzewski, Mike",1,1,1,85,64,80 - 89,60 - 69,Temple,0,Elite Eight,East,32,1,Automatic,Atlantic Ten,Atlantic Ten,Pennsylvania,Philadelphia,0,6,30,East,East Rutherford,New Jersey,Sunday,March 21,1990-1999,1,0
1999,Duke,Atlantic Coast,Atlantic Coast,N Carolina,Durham,"Krzyzewski, Mike",1,1,1,97,56,90 - 99,50 - 59,Tulsa,0,Round of 32,East,32,1,Automatic,Conference USA,Western Athletic,Oklahoma,Tulsa,0,9,29,East,Charlotte,N Carolina,Sunday,March 14,1990-1999,1,0
1999,Florida,Southeastern,Southeastern,Florida,Gainesville,"Donovan, Billy",23,6,32,75,61,70 - 79,60 - 69,Pennsylvania,0,Round of 64,West,20,8,At Large,Ivy League,Ivy League,Pennsylvania,Philadelphia,0,11,52,West,Seattle,Washington,Thursday,March 11,1990-1999,1,0
1999,Florida,Southeastern,Southeastern,Florida,Gainesville,"Donovan, Billy",23,6,32,82,74,80 - 89,70 - 79,Weber St,1,Round of 32,West,20,8,At Large,Big Sky,Big Sky,Utah,Ogden,0,14,58,West,Seattle,Washington,Saturday,March 13,1990-1999,1,0
1999,Gonzaga,West Coast,West Coast,Washington,Spokane,"Monson, Dan",0,10,42,73,72,70 - 79,70 - 79,Florida,0,Sweet Sixteen,West,25,6,Automatic,Southeastern,Southeastern,Florida,Gainesville,23,6,32,West,Phoenix,Arizona,Thursday,March 18,1990-1999,1,0
1999,Gonzaga,West Coast,West Coast,Washington,Spokane,"Monson, Dan",0,10,42,75,63,70 - 79,60 - 69,Minnesota,0,Round of 64,West,25,6,Automatic,Big Ten,Big Ten,Minnesota,Minneapolis,0,7,24,West,Seattle,Washington,Thursday,March 11,1990-1999,1,0
1999,Gonzaga,West Coast,West Coast,Washington,Spokane,"Monson, Dan",0,10,42,82,74,80 - 89,70 - 79,Stanford,0,Round of 32,West,25,6,Automatic,Pacific Twelve,Pacific Ten,California,Palo Alto,7,2,5,West,Seattle,Washington,Saturday,March 13,1990-1999,1,0
1999,Indiana,Big Ten,Big Ten,Indiana,Bloomington,"Knight, Bob",19,6,16,108,88,100 or more,80 - 89,George Washington,0,Round of 64,South,22,10,At Large,Atlantic Ten,Atlantic Ten,District of Columbia,Washington,0,11,38,South,Orlando,Florida,Thursday,March 11,1990-1999,1,0
1999,Iowa,Big Ten,Big Ten,Iowa,Iowa City,"Davis, Tom",21,5,12,82,72,80 - 89,70 - 79,Arkansas,0,Round of 32,West,18,9,At Large,Southeastern,Southeastern,Arkansas,Fayetteville,17,4,28,West,Denver,Colorado,Saturday,March 13,1990-1999,1,0
1999,Iowa,Big Ten,Big Ten,Iowa,Iowa City,"Davis, Tom",21,5,12,77,64,70 - 79,60 - 69,UAB,0,Round of 64,West,18,9,At Large,Conference USA,Conference USA,Alabama,Birmingham,0,12,48,West,Denver,Colorado,Thursday,March 11,1990-1999,1,0
1999,Kansas,Big Twelve,Big Twelve,Kansas,Lawrence,"Williams, Roy",22,6,15,95,74,90 - 99,70 - 79,Evansville,0,Round of 64,Midwest,22,9,Automatic,Missouri Valley,Missouri Valley,Indiana,Evansville,0,11,44,Midwest,New Orleans,Louisiana,Friday,March 12,1990-1999,1,0
